"ensembl_gene_id","logFC_AMY_F_FENT","logFC_AMY_FENT","logFC_AMY_M_FENT","Motif","name","P.Value_AMY_F_FENT","P.Value_AMY_FENT","P.Value_AMY_M_FENT","Regulatory function","selected","shared name"
"ENSMUSG00000039108","0.027945096","-0.013747755","-0.055440606","yetfasco-655","Lsm14b","0.717545386","0.80123716","0.473681123","Regulated","false","Lsm14b"
"ENSMUSG00000030340","-0.286613233","-0.228252562","-0.169891891","yetfasco-655","Scnn1a","0.342883406","0.285905818","0.573021854","Regulated","false","Scnn1a"
"ENSMUSG00000039936","-0.003787359","-0.040924747","-0.078062135","yetfasco-655","Pik3cd","0.97588678","0.644451546","0.533954991","Regulated","false","Pik3cd"
"ENSMUSG00000020333","0.052139532","0.09169053","0.131241529","yetfasco-655","Acsl6","0.637156191","0.243047526","0.237448995","Regulated","false","Acsl6"
"ENSMUSG00000028613","0.0320189","-0.158258404","-0.348535707","yetfasco-655","Lrp8","0.797428139","0.076572054","0.006756752","Regulated","false","Lrp8"
"ENSMUSG00000038866","0.056802764","-0.026184212","-0.109171188","yetfasco-655","Zcchc2","0.626518392","0.750923716","0.350937025","Regulated","false","Zcchc2"
"ENSMUSG00000024515","-0.074283169","-0.163619548","-0.252955928","yetfasco-655","Smad4","0.409258559","0.012086117","0.00633572","Regulated","false","Smad4"
"ENSMUSG00000024565","-0.378581949","-0.622432344","-0.86628274","yetfasco-655","Sall3","0.167646457","0.001912429","0.0022284","Regulated","false","Sall3"
"ENSMUSG00000006711","0.02318247","0.146754707","0.270326944","yetfasco-655","D130043K22Rik","0.878949319","0.176029014","0.079582164","Regulated","false","D130043K22Rik"
"ENSMUSG00000027978","-0.267228906","0.062261867","0.39175264","yetfasco-655","Prss12","0.517258981","0.830770852","0.343427501","Regulated","false","Prss12"
"ENSMUSG00000020519","-0.015205441","0.016657253","0.048519946","yetfasco-655","Sap30l","0.909006547","0.859467634","0.715473027","Regulated","false","Sap30l"
"ENSMUSG00000021357","0.181369643","0.062694842","-0.055979959","yetfasco-655","Exoc2","0.050892556","0.333945887","0.540883748","Regulated","false","Exoc2"
"ENSMUSG00000044933","0.073090915","-0.230512804","-0.534116522","yetfasco-655","Sstr3","0.72506451","0.12031348","0.012293724","Regulated","false","Sstr3"
"ENSMUSG00000029381","-0.395143603","-0.276067534","-0.156991464","yetfasco-655","Shroom3","0.018117962","0.019480277","0.338173769","Regulated","false","Shroom3"
"ENSMUSG00000034686","0.023594566","0.013663094","0.003731622","yetfasco-655","Prr7","0.887828064","0.908035232","0.982200507","Regulated","false","Prr7"
"ENSMUSG00000020185","0.271579574","-0.603449866","-1.478479306","yetfasco-655","E2f7","0.549236536","0.063249917","0.001741656","Regulated","false","E2f7"
"ENSMUSG00000032724","0.169426249","0.042018402","-0.085389445","yetfasco-655","Abtb2","0.471279892","0.800150471","0.716105057","Regulated","false","Abtb2"
"ENSMUSG00000022094","0.049555946","-0.080106547","-0.20976904","yetfasco-655","Slc39a14","0.624339057","0.264952801","0.041480501","Regulated","false","Slc39a14"
"ENSMUSG00000026740","0.053992175","-0.051839123","-0.157670421","yetfasco-655","Dnajc1","0.785871317","0.712284618","0.428647965","Regulated","false","Dnajc1"
"ENSMUSG00000000125","-0.211148125","-0.335530667","-0.459913208","yetfasco-655","Wnt3","0.609127683","0.252624165","0.267356159","Regulated","false","Wnt3"
"ENSMUSG00000028086","0.059549631","0.001590123","-0.056369386","yetfasco-655","Fbxw7","0.716939473","0.989070395","0.731440589","Regulated","false","Fbxw7"
"ENSMUSG00000022995","0.044663098","0.011860488","-0.020942121","yetfasco-655","Enah","0.591011836","0.839899872","0.80088025","Regulated","false","Enah"
"ENSMUSG00000032186","0.076145789","0.023188524","-0.029768741","yetfasco-655","Tmod2","0.376583717","0.702590274","0.728857905","Regulated","false","Tmod2"
"ENSMUSG00000031816","0.055987819","-0.034480452","-0.124948723","yetfasco-655","Mthfsd","0.800248523","0.825569355","0.572704017","Regulated","false","Mthfsd"
"ENSMUSG00000024420","0.138908896","-0.036232925","-0.211374745","yetfasco-655","Zfp521","0.542413083","0.821966618","0.354935607","Regulated","false","Zfp521"
"ENSMUSG00000046997","0.038120234","0.069948142","0.101776051","yetfasco-655","Spsb4","0.789140352","0.488452145","0.476044559","Regulated","false","Spsb4"
"ENSMUSG00000002083","-0.127357348","-0.385179904","-0.643002459","yetfasco-655","Bbc3","0.531535034","0.009212691","0.002355922","Regulated","false","Bbc3"
"ENSMUSG00000041773","-0.278830693","-0.165929182","-0.053027671","yetfasco-655","Enc1","0.21332264","0.294028505","0.811745966","Regulated","false","Enc1"
"ENSMUSG00000037221","0.112331482","-0.063055156","-0.238441795","yetfasco-655","Mospd3","0.41578798","0.517854075","0.087121271","Regulated","false","Mospd3"
"ENSMUSG00000041075","0.114006052","-0.1024477","-0.318901451","yetfasco-655","Fzd7","0.687006763","0.608770079","0.261929346","Regulated","false","Fzd7"
"ENSMUSG00000023473","0.086953815","-0.083034455","-0.253022726","yetfasco-655","Celsr3","0.538830334","0.407167173","0.077126965","Regulated","false","Celsr3"
"ENSMUSG00000027397","0.066104288","0.087595697","0.109087107","yetfasco-655","Slc20a1","0.654209001","0.402240373","0.460454386","Regulated","false","Slc20a1"
"ENSMUSG00000047904","-0.32456801","-0.181110414","-0.037652817","yetfasco-655","Sstr2","0.0571504","0.131131548","0.822728066","Regulated","false","Sstr2"
"ENSMUSG00000056073","-0.118185909","-0.197924513","-0.277663117","yetfasco-655","Grik2","0.285301749","0.013242703","0.013959803","Regulated","false","Grik2"
"ENSMUSG00000002413","0.115170786","0.004859871","-0.105451045","yetfasco-655","Braf","0.157890283","0.932271847","0.195400179","Regulated","false","Braf"
"ENSMUSG00000032368","0.066303998","-0.784832774","-1.635969546","yetfasco-655","Zic1","0.916803932","0.084212838","0.012097751","Regulated","false","Zic1"
"ENSMUSG00000028532","0.204284484","0.187292157","0.170299829","yetfasco-655","Cachd1","0.047472732","0.011017999","0.096794198","Regulated","false","Cachd1"
"ENSMUSG00000029060","0.031238472","0.003714744","-0.023808984","yetfasco-655","Mib2","0.723137851","0.952467231","0.787104725","Regulated","false","Mib2"
"ENSMUSG00000031996","0.021943524","0.077207617","0.132471711","yetfasco-655","Aplp2","0.821848427","0.26495031","0.177281567","Regulated","false","Aplp2"
"ENSMUSG00000053626","0.254214648","0.169861475","0.085508302","yetfasco-655","Tll1","0.479690411","0.504106409","0.811736076","Regulated","false","Tll1"
"ENSMUSG00000029869","0.144924639","0.208337342","0.271750045","yetfasco-655","Ephb6","0.313222119","0.0430138","0.061324526","Regulated","false","Ephb6"
"ENSMUSG00000029026","-0.470776098","-0.633688091","-0.796600085","yetfasco-655","Trp73","0.305755052","0.053902706","0.085611471","Regulated","false","Trp73"
"ENSMUSG00000027933","0.004190495","0.005870986","0.007551478","yetfasco-655","Ints3","0.9664269","0.93353887","0.939540759","Regulated","false","Ints3"
"ENSMUSG00000021978","0.032161089","-0.053720787","-0.139602663","yetfasco-655","Extl3","0.660593962","0.301410203","0.060224548","Regulated","false","Extl3"
"ENSMUSG00000037791","-0.067595258","-0.168903631","-0.270212004","yetfasco-655","Phf12","0.529053757","0.029011368","0.014031414","Regulated","false","Phf12"
"ENSMUSG00000021365","-0.003412448","-0.122829344","-0.24224624","yetfasco-655","Nedd9","0.981085021","0.230320637","0.096229589","Regulated","false","Nedd9"
"ENSMUSG00000036466","0.339771465","0.18181784","0.023864215","yetfasco-655","Megf11","0.075545834","0.176211287","0.899340011","Regulated","false","Megf11"
"ENSMUSG00000026566","-0.073400389","-0.238373986","-0.403347583","yetfasco-655","Mpzl1","0.666969555","0.051619527","0.020712886","Regulated","false","Mpzl1"
"ENSMUSG00000045659","-0.257043141","-0.323236953","-0.389430764","yetfasco-655","Plekha7","0.094862533","0.00373561","0.012642153","Regulated","false","Plekha7"
"ENSMUSG00000023206","0.255186471","-0.040323138","-0.335832746","yetfasco-655","Il15ra","0.309575073","0.81963742","0.182525783","Regulated","false","Il15ra"
"ENSMUSG00000032737","0.06762707","0.072424203","0.077221336","yetfasco-655","Inppl1","0.596520424","0.423371095","0.545643219","Regulated","false","Inppl1"
"ENSMUSG00000027589","0.013298917","-0.003435988","-0.020170893","yetfasco-655","Pcmtd2","0.899426118","0.963164921","0.847994927","Regulated","false","Pcmtd2"
"ENSMUSG00000113769","-1.183752113","-0.662085344","-0.140418575","yetfasco-655","5033406O09Rik","0.006112892","0.02823799","0.737119793","Regulated","false","5033406O09Rik"
"ENSMUSG00000038418","-0.298412367","-0.18250563","-0.066598894","yetfasco-655","Egr1","0.170955158","0.235408321","0.75817769","Regulated","false","Egr1"
"ENSMUSG00000029920","-0.125944511","-0.159737302","-0.193530094","yetfasco-655","Smarcad1","0.277327154","0.053901297","0.097274875","Regulated","false","Smarcad1"
"ENSMUSG00000042686","-0.039727527","-0.261259543","-0.482791559","yetfasco-655","Jph1","0.867978944","0.125808329","0.046954792","Regulated","false","Jph1"
"ENSMUSG00000029765","0.083544465","0.08859186","0.093639256","yetfasco-655","Plxna4","0.321648533","0.139222512","0.267147083","Regulated","false","Plxna4"
"ENSMUSG00000011008","0.558185515","0.378047442","0.197909369","yetfasco-655","Mcoln2","0.144677998","0.162086184","0.60219891","Regulated","false","Mcoln2"
"ENSMUSG00000028920","-0.103478673","-0.141674095","-0.179869517","yetfasco-655","Fbxo42","0.311425477","0.052709797","0.081077967","Regulated","false","Fbxo42"
"ENSMUSG00000021318","0.094178446","0.057933818","0.021689191","yetfasco-655","Gli3","0.620480358","0.666553704","0.909119674","Regulated","false","Gli3"
"ENSMUSG00000018965","-0.010562253","0.043247298","0.097056849","yetfasco-655","Ywhah","0.929223895","0.607416239","0.41568789","Regulated","false","Ywhah"
"ENSMUSG00000026478","0.058734871","-0.125584079","-0.30990303","yetfasco-655","Lamc1","0.69002946","0.230364541","0.038663108","Regulated","false","Lamc1"
"ENSMUSG00000056870","-0.186341744","-0.202132878","-0.217924012","yetfasco-655","Gulp1","0.593320336","0.413411661","0.532453465","Regulated","false","Gulp1"
"ENSMUSG00000045248","-0.10243035","-0.049815783","0.002798785","yetfasco-655","Med26","0.463309461","0.613536458","0.983975491","Regulated","false","Med26"
"ENSMUSG00000028649","-0.433583531","-0.297773962","-0.161964393","yetfasco-655","Macf1","0.159519268","0.171662178","0.596621956","Regulated","false","Macf1"
"ENSMUSG00000074796","-0.037397399","0.106909544","0.251216487","yetfasco-655","Slc4a11","0.919480076","0.682966685","0.497915614","Regulated","false","Slc4a11"
"ENSMUSG00000026247","0.090578265","0.195032275","0.299486285","yetfasco-655","Ecel1","0.744058464","0.321933165","0.28250959","Regulated","false","Ecel1"
"ENSMUSG00000022517","0.110290619","0.067671213","0.025051807","yetfasco-655","Mgrn1","0.122364307","0.178987561","0.723112998","Regulated","false","Mgrn1"
"ENSMUSG00000003949","-0.001584462","-0.24568533","-0.489786198","yetfasco-655","Hlf","0.995380763","0.207303672","0.077384165","Regulated","false","Hlf"
"ENSMUSG00000037331","0.02655789","0.014399774","0.002241659","yetfasco-655","Larp1","0.737379857","0.79704393","0.977409331","Regulated","false","Larp1"
"ENSMUSG00000046668","0.053934251","-0.049608511","-0.153151273","yetfasco-655","Cxxc5","0.668285952","0.577465175","0.226207672","Regulated","false","Cxxc5"
"ENSMUSG00000028073","-0.038467189","-0.133922433","-0.229377677","yetfasco-655","Pear1","0.923913269","0.638494","0.569534018","Regulated","false","Pear1"
"ENSMUSG00000024955","0.146588992","0.131000474","0.115411955","yetfasco-655","Esrra","0.324286314","0.213973471","0.437007049","Regulated","false","Esrra"
"ENSMUSG00000006527","-0.087978982","-0.164558649","-0.241138316","yetfasco-655","Sfmbt1","0.306821797","0.008393534","0.006420523","Regulated","false","Sfmbt1"
"ENSMUSG00000034543","0.012345433","-0.01855367","-0.049452773","yetfasco-655","Morc2a","0.889099123","0.767010391","0.576919072","Regulated","false","Morc2a"
"ENSMUSG00000021099","0.231270002","0.23245363","0.233637258","yetfasco-655","Six6","0.536099713","0.379922514","0.53194867","Regulated","false","Six6"
"ENSMUSG00000040761","0.055257308","-0.067496885","-0.190251078","yetfasco-655","Spen","0.657739701","0.444822571","0.13055508","Regulated","false","Spen"
"ENSMUSG00000037660","0.067721877","0.344579438","0.621436999","yetfasco-655","Gdf7","0.867886871","0.234067673","0.130566204","Regulated","false","Gdf7"
"ENSMUSG00000035615","0.078715871","0.025245866","-0.028224139","yetfasco-655","Frmpd1","0.607366284","0.815554276","0.853684745","Regulated","false","Frmpd1"
"ENSMUSG00000051306","-0.090049289","-0.256376375","-0.422703461","yetfasco-655","Usp42","0.570834027","0.025274829","0.00961867","Regulated","false","Usp42"
"ENSMUSG00000084946","-0.222579605","0.132964246","0.488508097","yetfasco-655","Dlx1as","0.613773791","0.669738322","0.269950831","Regulated","false","Dlx1as"
"ENSMUSG00000032816","0.132757264","-0.029597654","-0.191952573","yetfasco-655","Igdcc4","0.246741366","0.71356293","0.095986044","Regulated","false","Igdcc4"
"ENSMUSG00000034647","-0.135215781","-0.070602992","-0.005990204","yetfasco-655","Ankrd12","0.182276766","0.323024073","0.952526866","Regulated","false","Ankrd12"
"ENSMUSG00000005089","0.048059253","0.074257576","0.100455899","yetfasco-655","Slc1a2","0.74468428","0.477452823","0.496707211","Regulated","false","Slc1a2"
"ENSMUSG00000029634","0.035726757","-0.012561001","-0.06084876","yetfasco-655","Rnf6","0.693076261","0.844343566","0.501981252","Regulated","false","Rnf6"
"ENSMUSG00000033032","-0.243243699","-0.276823168","-0.310402638","yetfasco-655","Afap1l1","0.28038554","0.084703022","0.169664989","Regulated","false","Afap1l1"
"ENSMUSG00000029406","0.202610397","0.022691563","-0.15722727","yetfasco-655","Pitpnm2","0.039768095","0.740328664","0.10809126","Regulated","false","Pitpnm2"
"ENSMUSG00000055373","-0.092300323","-0.151097289","-0.209894255","yetfasco-655","Fut9","0.42918994","0.070331896","0.07531817","Regulated","false","Fut9"
"ENSMUSG00000015970","-0.117399053","-0.04546261","0.026473832","yetfasco-655","Chdh","0.639475193","0.797406718","0.915799759","Regulated","false","Chdh"
"ENSMUSG00000078532","0.285439293","0.138804322","-0.007830649","yetfasco-655","Nkain1","0.080539825","0.226291502","0.961264343","Regulated","false","Nkain1"
"ENSMUSG00000043099","0.27290268","-0.098025688","-0.468954055","yetfasco-655","Hic1","0.262585879","0.567773591","0.056683346","Regulated","false","Hic1"
"ENSMUSG00000005893","-0.003095572","-0.046462624","-0.089829676","yetfasco-655","Nr2c2","0.960466314","0.294961215","0.153844057","Regulated","false","Nr2c2"
"ENSMUSG00000028133","0.3703085","0.16830609","-0.033696321","yetfasco-655","Rwdd3","0.112095908","0.304119636","0.883826519","Regulated","false","Rwdd3"
"ENSMUSG00000023961","0.083260299","0.041316323","-6.27654E-4","yetfasco-655","Enpp4","0.558975583","0.681517751","0.996480091","Regulated","false","Enpp4"
"ENSMUSG00000035086","-0.06557259","-0.026182401","0.013207788","yetfasco-655","Becn1","0.407398589","0.639247901","0.86710262","Regulated","false","Becn1"
"ENSMUSG00000036894","-0.055553154","-0.033906085","-0.012259016","yetfasco-655","Rap2b","0.656312303","0.700837271","0.921710381","Regulated","false","Rap2b"
"ENSMUSG00000032440","0.087827304","-0.112111169","-0.312049642","yetfasco-655","Tgfbr2","0.713329569","0.507733389","0.19469987","Regulated","false","Tgfbr2"
"ENSMUSG00000036158","-0.216092344","-0.188275814","-0.160459284","yetfasco-655","Prickle1","0.250191863","0.157713669","0.392007954","Regulated","false","Prickle1"
"ENSMUSG00000022100","0.06439747","0.059811821","0.055226173","yetfasco-655","Xpo7","0.444725635","0.31631989","0.511937148","Regulated","false","Xpo7"
"ENSMUSG00000029438","0.016039558","-0.024768071","-0.0655757","yetfasco-655","Bcl7a","0.888735496","0.760039076","0.56783684","Regulated","false","Bcl7a"
"ENSMUSG00000071226","-0.225583664","-0.444038352","-0.662493041","yetfasco-655","Cecr2","0.248296306","0.00192513","0.001122137","Regulated","false","Cecr2"
"ENSMUSG00000024304","0.029682967","0.096758356","0.163833746","yetfasco-655","Cdh2","0.792403602","0.227741702","0.149762016","Regulated","false","Cdh2"
"ENSMUSG00000056158","0.155757495","0.101924848","0.048092201","yetfasco-655","Car10","0.228461598","0.264633904","0.708461439","Regulated","false","Car10"
"ENSMUSG00000037843","0.209590628","0.232632331","0.255674035","yetfasco-655","Vstm2l","0.039342532","0.001600574","0.012683143","Regulated","false","Vstm2l"
"ENSMUSG00000004231","0.410137072","0.178117512","-0.053902048","yetfasco-655","Pax2","0.219978121","0.449455719","0.871135893","Regulated","false","Pax2"
