"ensembl_gene_id","logFC_AMY_F_FENT","logFC_AMY_FENT","logFC_AMY_M_FENT","Motif","name","P.Value_AMY_F_FENT","P.Value_AMY_FENT","P.Value_AMY_M_FENT","Regulatory function","selected","shared name"
"ENSMUSG00000018604","-0.264435621","-0.348330309","-0.432224998","yetfasco-655","Tbx3","0.504130623","0.215459805","0.276393858","Regulated","false","Tbx3"
"ENSMUSG00000037286","-0.151455428","-0.139000715","-0.126546003","yetfasco-655","Stag1","0.098875382","0.033532896","0.166462867","Regulated","false","Stag1"
"ENSMUSG00000024639","0.099016147","0.088792965","0.078569783","yetfasco-655","Gnaq","0.162388693","0.077887152","0.266153861","Regulated","false","Gnaq"
"ENSMUSG00000031665","-0.006797265","-0.144713102","-0.28262894","yetfasco-655","Sall1","0.975128429","0.349671724","0.198000521","Regulated","false","Sall1"
"ENSMUSG00000053046","0.054128082","-0.060103543","-0.174335168","yetfasco-655","Brsk2","0.392977188","0.181729922","0.007435565","Regulated","false","Brsk2"
"ENSMUSG00000052155","-0.207794585","-0.280141638","-0.352488691","yetfasco-655","Acvr2a","0.138717815","0.005813193","0.013513501","Regulated","false","Acvr2a"
"ENSMUSG00000028496","-0.005084358","0.006234226","0.01755281","yetfasco-655","Mllt3","0.956300084","0.92430013","0.84997462","Regulated","false","Mllt3"
"ENSMUSG00000026836","-0.002140687","-0.017068323","-0.031995959","yetfasco-655","Acvr1","0.983132951","0.811624338","0.752110757","Regulated","false","Acvr1"
"ENSMUSG00000021846","-0.065310709","-0.015915205","0.033480299","yetfasco-655","Peli2","0.696808874","0.893124579","0.841612107","Regulated","false","Peli2"
"ENSMUSG00000039477","0.047665185","-0.093761027","-0.235187239","yetfasco-655","Tnrc18","0.718589567","0.317913469","0.079115159","Regulated","false","Tnrc18"
"ENSMUSG00000019913","-1.204551604","-1.206430381","-1.208309157","yetfasco-655","Sim1","0.076482301","0.013243722","0.075592422","Regulated","false","Sim1"
"ENSMUSG00000024743","0.105591085","-0.103913528","-0.313418141","yetfasco-655","Syt7","0.479455687","0.325963399","0.038857483","Regulated","false","Syt7"
"ENSMUSG00000038236","0.22700273","0.057427689","-0.112147352","yetfasco-655","Hoxa7","0.555589845","0.832776358","0.770661301","Regulated","false","Hoxa7"
"ENSMUSG00000021264","-0.031122276","-0.017024102","-0.002925928","yetfasco-655","Yy1","0.719264584","0.780920515","0.973027993","Regulated","false","Yy1"
"ENSMUSG00000029461","0.109352366","0.05375132","-0.001849725","yetfasco-655","Fam168a","0.234288","0.406907823","0.983852218","Regulated","false","Fam168a"
"ENSMUSG00000050248","-0.262820889","-0.06375991","0.135301068","yetfasco-655","Evc2","0.098014031","0.56631386","0.390320521","Regulated","false","Evc2"
"ENSMUSG00000022240","0.021775804","-0.018192955","-0.058161715","yetfasco-655","Ctnnd2","0.806891275","0.772748198","0.514484273","Regulated","false","Ctnnd2"
"ENSMUSG00000022361","-5.73508E-4","0.042180444","0.084934396","yetfasco-655","Zhx1","0.99468009","0.488869328","0.325406511","Regulated","false","Zhx1"
"ENSMUSG00000045482","0.036841939","0.030635855","0.024429771","yetfasco-655","Trrap","0.7227613","0.676589922","0.813962325","Regulated","false","Trrap"
"ENSMUSG00000026435","-0.049034492","0.205993234","0.461020959","yetfasco-655","Slc45a3","0.892490755","0.423221972","0.206856119","Regulated","false","Slc45a3"
"ENSMUSG00000028949","-0.016358931","0.080967538","0.178294007","yetfasco-655","Smarcd3","0.867210239","0.244507536","0.072223309","Regulated","false","Smarcd3"
"ENSMUSG00000003382","0.072430492","-0.085763818","-0.243958127","yetfasco-655","Etv3","0.432573185","0.19084262","0.009987965","Regulated","false","Etv3"
"ENSMUSG00000036111","-0.053942077","0.211471532","0.476885142","yetfasco-655","Lmo1","0.774842671","0.116426286","0.013699553","Regulated","false","Lmo1"
"ENSMUSG00000043388","0.026169935","0.18178792","0.337405906","yetfasco-655","Tmem130","0.900784824","0.223548194","0.111764645","Regulated","false","Tmem130"
"ENSMUSG00000017291","0.050099805","0.040819385","0.031538965","yetfasco-655","Taok1","0.482265974","0.418463685","0.657838576","Regulated","false","Taok1"
"ENSMUSG00000034520","-0.168414532","-0.292012222","-0.415609912","yetfasco-655","Gjc1","0.514396659","0.113036945","0.110798501","Regulated","false","Gjc1"
"ENSMUSG00000048118","-0.079216174","-0.2113144","-0.343412625","yetfasco-655","Arid4a","0.555486046","0.029058058","0.012678615","Regulated","false","Arid4a"
"ENSMUSG00000032253","-0.089099782","-0.161179381","-0.23325898","yetfasco-655","Phip","0.438052322","0.050363417","0.045390758","Regulated","false","Phip"
"ENSMUSG00000056758","-0.23834334","-0.473995038","-0.709646737","yetfasco-655","Hmga2","0.494204534","0.057792092","0.044968411","Regulated","false","Hmga2"
"ENSMUSG00000033237","-0.023145244","-0.093576545","-0.164007846","yetfasco-655","Arid2","0.828911028","0.219462043","0.129338283","Regulated","false","Arid2"
"ENSMUSG00000030067","0.14013108","0.015009675","-0.110111729","yetfasco-655","Foxp1","0.389320616","0.895933105","0.4982505","Regulated","false","Foxp1"
"ENSMUSG00000020893","0.27592799","-0.131998924","-0.539925838","yetfasco-655","Per1","0.029116715","0.135651648","4.96E-5","Regulated","false","Per1"
"ENSMUSG00000000861","-0.118119716","-0.161972846","-0.205825976","yetfasco-655","Bcl11a","0.529982968","0.225368185","0.275414194","Regulated","false","Bcl11a"
"ENSMUSG00000000247","-0.330780966","-0.550591688","-0.77040241","yetfasco-655","Lhx2","0.450172614","0.078642926","0.081780128","Regulated","false","Lhx2"
"ENSMUSG00000028444","0.274444326","0.166071036","0.057697745","yetfasco-655","Cntfr","0.008800744","0.023891539","0.571156702","Regulated","false","Cntfr"
"ENSMUSG00000061130","-0.001863443","-0.062144305","-0.122425168","yetfasco-655","Ppm1b","0.981593175","0.278924735","0.133264287","Regulated","false","Ppm1b"
"ENSMUSG00000055540","0.236176477","0.139146331","0.042116185","yetfasco-655","Epha6","0.056178888","0.109922927","0.729583891","Regulated","false","Epha6"
"ENSMUSG00000025261","0.003539271","-0.021372725","-0.046284721","yetfasco-655","Huwe1","0.971963566","0.764151365","0.646083589","Regulated","false","Huwe1"
"ENSMUSG00000061517","0.075778868","-0.012498807","-0.100776482","yetfasco-655","Sox21","0.664370306","0.919325332","0.564166333","Regulated","false","Sox21"
"ENSMUSG00000042423","-0.08249015","-0.131063618","-0.179637086","yetfasco-655","Fbrs","0.408251331","0.066202807","0.07476183","Regulated","false","Fbrs"
"ENSMUSG00000046178","-0.037196065","-0.007025164","0.023145738","yetfasco-655","Nxph1","0.814757226","0.950090345","0.884069135","Regulated","false","Nxph1"
"ENSMUSG00000027544","0.045809368","-0.126687989","-0.299185346","yetfasco-655","Nfatc2","0.664512287","0.093463211","0.006051686","Regulated","false","Nfatc2"
"ENSMUSG00000026187","0.07417071","-0.00849051","-0.091151729","yetfasco-655","Xrcc5","0.541390444","0.921123014","0.45329699","Regulated","false","Xrcc5"
"ENSMUSG00000022053","0.041003221","0.229624694","0.418246167","yetfasco-655","Ebf2","0.895677985","0.301201966","0.18429597","Regulated","false","Ebf2"
"ENSMUSG00000037363","-0.054816442","-0.087878178","-0.120939914","yetfasco-655","Letm2","0.750407634","0.471573198","0.483513367","Regulated","false","Letm2"
"ENSMUSG00000028551","-0.21788649","0.155297247","0.528480984","yetfasco-655","Cdkn2c","0.277376361","0.273602247","0.01005154","Regulated","false","Cdkn2c"
"ENSMUSG00000020745","0.023643136","0.010146071","-0.003350994","yetfasco-655","Pafah1b1","0.743660279","0.84264231","0.963016625","Regulated","false","Pafah1b1"
"ENSMUSG00000020134","-0.076354616","-0.072508599","-0.068662582","yetfasco-655","Peli1","0.431491706","0.29177273","0.479101957","Regulated","false","Peli1"
"ENSMUSG00000028953","-0.008370276","0.087744008","0.183858292","yetfasco-655","Abcf2","0.933373816","0.218144109","0.07014014","Regulated","false","Abcf2"
"ENSMUSG00000023927","-0.182403298","-0.09067239","0.001058518","yetfasco-655","Satb1","0.200921108","0.366933958","0.994037098","Regulated","false","Satb1"
"ENSMUSG00000019843","-0.051871115","-0.063519135","-0.075167154","yetfasco-655","Fyn","0.5251926","0.272819321","0.35809844","Regulated","false","Fyn"
"ENSMUSG00000031822","0.030781251","0.007120586","-0.016540079","yetfasco-655","Gse1","0.767671765","0.922981717","0.8738388","Regulated","false","Gse1"
"ENSMUSG00000029385","-0.121046794","-0.237021728","-0.352996662","yetfasco-655","Ccng2","0.435624738","0.03372816","0.025645736","Regulated","false","Ccng2"
"ENSMUSG00000030729","0.121920506","0.077153716","0.032386927","yetfasco-655","Pgm2l1","0.271291849","0.324370103","0.76904662","Regulated","false","Pgm2l1"
"ENSMUSG00000030499","-0.110352409","-0.161225026","-0.212097643","yetfasco-655","Kctd15","0.538253382","0.205846245","0.238850366","Regulated","false","Kctd15"
"ENSMUSG00000066687","0.173660212","-0.219858344","-0.613376899","yetfasco-655","Zbtb16","0.421086203","0.152166192","0.005809377","Regulated","false","Zbtb16"
"ENSMUSG00000024240","-0.133484472","-0.228254329","-0.323024186","yetfasco-655","Epc1","0.49550419","0.102488477","0.102255822","Regulated","false","Epc1"
"ENSMUSG00000056476","0.019223167","-0.075731558","-0.170686284","yetfasco-655","Med12l","0.834532166","0.247084058","0.067403085","Regulated","false","Med12l"
"ENSMUSG00000055024","0.007811014","-0.115944411","-0.239699835","yetfasco-655","Ep300","0.94180206","0.129095952","0.028168409","Regulated","false","Ep300"
"ENSMUSG00000035934","0.076087835","0.014954817","-0.046178202","yetfasco-655","Pknox2","0.454896825","0.835099943","0.649682767","Regulated","false","Pknox2"
"ENSMUSG00000000690","0.331008857","0.177476601","0.023944345","yetfasco-655","Hoxb6","0.358547828","0.485655407","0.946859006","Regulated","false","Hoxb6"
"ENSMUSG00000029650","-0.189166551","-0.300575028","-0.411983505","yetfasco-655","Slc46a3","0.333891796","0.032515756","0.038030411","Regulated","false","Slc46a3"
"ENSMUSG00000061731","0.17127261","-0.063779938","-0.298832485","yetfasco-655","Ext1","0.1674813","0.46467122","0.017764448","Regulated","false","Ext1"
"ENSMUSG00000006418","-0.151551949","-0.132238497","-0.112925046","yetfasco-655","Rnf114","0.168022501","0.090235518","0.302598783","Regulated","false","Rnf114"
"ENSMUSG00000068551","0.029836333","-0.007969029","-0.04577439","yetfasco-655","Zfp467","0.756011537","0.906536319","0.63375924","Regulated","false","Zfp467"
"ENSMUSG00000027273","0.149496048","0.130575341","0.111654633","yetfasco-655","Snap25","0.459894645","0.361897342","0.580593832","Regulated","false","Snap25"
"ENSMUSG00000020015","-0.175616788","-0.124481846","-0.073346903","yetfasco-655","Cdk17","0.112152136","0.111300262","0.503271531","Regulated","false","Cdk17"
"ENSMUSG00000046985","0.025475029","-0.0201239","-0.065722828","yetfasco-655","Tapt1","0.765005149","0.738453493","0.441579284","Regulated","false","Tapt1"
"ENSMUSG00000021945","-0.163346493","-0.152910096","-0.142473699","yetfasco-655","Zmym2","0.052932398","0.011305036","0.090177151","Regulated","false","Zmym2"
"ENSMUSG00000045287","-0.16011201","-0.387854032","-0.615596055","yetfasco-655","Rtn4rl1","0.470610062","0.015681534","0.007034966","Regulated","false","Rtn4rl1"
"ENSMUSG00000047030","0.09681538","-0.144860228","-0.386535836","yetfasco-655","Spata2","0.424824042","0.094265739","0.002150116","Regulated","false","Spata2"
"ENSMUSG00000031691","0.152665073","0.161197956","0.169730839","yetfasco-655","Tnpo2","0.034211676","0.001977918","0.019072709","Regulated","false","Tnpo2"
"ENSMUSG00000032419","-0.362971151","-0.760080445","-1.157189738","yetfasco-655","Tbx18","0.430724002","0.022134917","0.014095472","Regulated","false","Tbx18"
"ENSMUSG00000074794","0.104267193","-0.042293175","-0.188853542","yetfasco-655","Arrdc3","0.565728737","0.741567047","0.29972827","Regulated","false","Arrdc3"
"ENSMUSG00000029467","0.108907695","0.089986694","0.071065694","yetfasco-655","Atp2a2","0.252517777","0.182069963","0.453836926","Regulated","false","Atp2a2"
"ENSMUSG00000051390","0.028917426","-0.051547699","-0.132012825","yetfasco-655","Zbtb22","0.785441242","0.493252221","0.216763259","Regulated","false","Zbtb22"
"ENSMUSG00000048402","-0.156957037","-0.197911154","-0.238865272","yetfasco-655","Gli2","0.432727512","0.164169776","0.234085993","Regulated","false","Gli2"
"ENSMUSG00000021255","0.238877185","0.203624285","0.168371385","yetfasco-655","Esrrb","0.468371228","0.382512789","0.608877333","Regulated","false","Esrrb"
"ENSMUSG00000004980","-0.060375123","0.111933434","0.284241991","yetfasco-655","Hnrnpa2b1","0.585647151","0.15590488","0.012345946","Regulated","false","Hnrnpa2b1"
"ENSMUSG00000027599","0.075465328","0.118641161","0.161816995","yetfasco-655","Armc1","0.312599306","0.027211311","0.032930802","Regulated","false","Armc1"
"ENSMUSG00000006435","0.022225839","-0.04101723","-0.104260299","yetfasco-655","Neurl1a","0.869617605","0.668566455","0.442391833","Regulated","false","Neurl1a"
"ENSMUSG00000028522","-0.02858174","-0.121357684","-0.214133629","yetfasco-655","Mier1","0.802417325","0.136528385","0.064582643","Regulated","false","Mier1"
"ENSMUSG00000079108","-0.110537971","0.033361606","0.177261183","yetfasco-655","Srp54c","0.240784616","0.614918252","0.062270868","Regulated","false","Srp54c"
"ENSMUSG00000037197","-0.021832306","-5.08777E-4","0.020814753","yetfasco-655","Rbm17","0.800213726","0.993343643","0.809337009","Regulated","false","Rbm17"
"ENSMUSG00000036760","0.475251423","0.364213297","0.253175171","yetfasco-655","Kcnk9","0.002782553","0.001276011","0.101691208","Regulated","false","Kcnk9"
"ENSMUSG00000042453","0.213519332","0.073423648","-0.066672036","yetfasco-655","Reln","0.247815967","0.572453955","0.716824409","Regulated","false","Reln"
"ENSMUSG00000022738","0.720891155","0.184630263","-0.351630629","yetfasco-655","Gsc2","0.15114434","0.600354448","0.480899171","Regulated","false","Gsc2"
"ENSMUSG00000035168","0.002661253","-0.285285078","-0.57323141","yetfasco-655","Tanc1","0.994485906","0.296990668","0.140226754","Regulated","false","Tanc1"
"ENSMUSG00000025880","-0.036868164","-0.162031531","-0.287194898","yetfasco-655","Smad7","0.787437805","0.097520702","0.039075783","Regulated","false","Smad7"
"ENSMUSG00000068966","-0.01976328","-0.355517515","-0.69127175","yetfasco-655","Zbtb34","0.933386147","0.036848621","0.00471883","Regulated","false","Zbtb34"
"ENSMUSG00000038765","0.343978222","0.447519328","0.551060433","yetfasco-655","Lmx1b","0.140927176","0.007976066","0.020003694","Regulated","false","Lmx1b"
"ENSMUSG00000075588","0.309103925","-0.19931916","-0.707742244","yetfasco-655","Hoxb2","0.700632872","0.725857236","0.379955369","Regulated","false","Hoxb2"
"ENSMUSG00000043557","-0.020686286","0.015081717","0.050849719","yetfasco-655","Mdga1","0.885938357","0.882421794","0.724497671","Regulated","false","Mdga1"
"ENSMUSG00000024431","-0.097424421","0.113394078","0.324212577","yetfasco-655","Nr3c1","0.457861393","0.223543787","0.015715198","Regulated","false","Nr3c1"
"ENSMUSG00000031103","0.109433321","-0.132674183","-0.374781687","yetfasco-655","Elf4","0.737412576","0.56574372","0.253258467","Regulated","false","Elf4"
"ENSMUSG00000003545","0.242648057","0.224665581","0.206683104","yetfasco-655","Fosb","0.293416561","0.170309013","0.370214699","Regulated","false","Fosb"
"ENSMUSG00000019647","0.237261433","0.164605096","0.091948759","yetfasco-655","Sema6a","0.048064919","0.052296544","0.437199172","Regulated","false","Sema6a"
"ENSMUSG00000051910","0.136285972","0.062044138","-0.012197696","yetfasco-655","Sox6","0.378085841","0.569646455","0.936916374","Regulated","false","Sox6"
"ENSMUSG00000040479","0.034493134","-0.103425164","-0.241343463","yetfasco-655","Dgkz","0.722271635","0.13523942","0.015243887","Regulated","false","Dgkz"
"ENSMUSG00000032312","0.019228833","-0.006831354","-0.032891542","yetfasco-655","Csk","0.846794801","0.922659472","0.741104542","Regulated","false","Csk"
"ENSMUSG00000078789","0.178422883","0.033832908","-0.110757067","yetfasco-655","Dph1","0.366320638","0.807978344","0.574135401","Regulated","false","Dph1"
"ENSMUSG00000034320","0.128237747","-0.209348653","-0.546935054","yetfasco-655","Slc26a2","0.566732325","0.188588946","0.016941614","Regulated","false","Slc26a2"
"ENSMUSG00000045515","0.014261095","0.080206037","0.146150978","yetfasco-655","Pou3f3","0.923301786","0.444933659","0.325770844","Regulated","false","Pou3f3"
"ENSMUSG00000039041","0.024090002","0.009328728","-0.005432547","yetfasco-655","Adrm1","0.769663226","0.872565889","0.947333517","Regulated","false","Adrm1"
"ENSMUSG00000042372","-0.408529088","0.043724523","0.495978134","yetfasco-655","Dmrt3","0.099406016","0.800865806","0.046606236","Regulated","false","Dmrt3"
"ENSMUSG00000063919","0.085074011","-0.042096757","-0.169267524","yetfasco-655","Srrm4","0.483246986","0.623331467","0.165598643","Regulated","false","Srrm4"
"ENSMUSG00000030779","-0.032634321","-0.048261481","-0.063888642","yetfasco-655","Rbbp6","0.714294006","0.444746592","0.474260335","Regulated","false","Rbbp6"
"ENSMUSG00000060373","-0.050168566","0.101926693","0.254021952","yetfasco-655","Hnrnpc","0.605738653","0.141243083","0.010921789","Regulated","false","Hnrnpc"
"ENSMUSG00000048756","0.015522685","-0.14188762","-0.299297925","yetfasco-655","Foxo3","0.87130128","0.039675174","0.002650881","Regulated","false","Foxo3"
"ENSMUSG00000004895","-0.002897023","-0.007543019","-0.012189016","yetfasco-655","Prcc","0.972495608","0.898980838","0.884668594","Regulated","false","Prcc"
"ENSMUSG00000040929","-0.209341968","-0.343863098","-0.478384228","yetfasco-655","Rfx3","0.26797384","0.011812944","0.013182775","Regulator","false","Rfx3"
"ENSMUSG00000055409","-0.372084804","-0.306067556","-0.240050309","yetfasco-655","Nell1","0.241899318","0.17427314","0.44872782","Regulated","false","Nell1"
"ENSMUSG00000032745","-0.137139834","-0.023311397","0.090517041","yetfasco-655","Gpbp1","0.132718664","0.715338172","0.31843257","Regulated","false","Gpbp1"
"ENSMUSG00000043671","0.07691758","-0.060869015","-0.19865561","yetfasco-655","Dpy19l3","0.557084312","0.511248476","0.132524261","Regulated","false","Dpy19l3"
"ENSMUSG00000025571","-0.240854027","-0.387036233","-0.53321844","yetfasco-655","Tnrc6c","0.282128919","0.016536731","0.019399475","Regulated","false","Tnrc6c"
"ENSMUSG00000037211","-0.057424895","-0.105949482","-0.154474069","yetfasco-655","Spry1","0.753543427","0.413783939","0.399560754","Regulated","false","Spry1"
"ENSMUSG00000018263","0.337690963","0.099199326","-0.139292312","yetfasco-655","Tbx5","0.288110492","0.657727481","0.660002101","Regulated","false","Tbx5"
"ENSMUSG00000035181","0.14469636","0.105393149","0.066089937","yetfasco-655","Heatr5a","0.305381811","0.291194829","0.638499737","Regulated","false","Heatr5a"
"ENSMUSG00000048562","0.373008664","0.312813149","0.252617635","yetfasco-655","Sp8","0.342336592","0.260827676","0.519310933","Regulated","false","Sp8"
"ENSMUSG00000021256","0.087670202","-0.146551649","-0.380773501","yetfasco-655","Vash1","0.568394586","0.180210497","0.015531219","Regulated","false","Vash1"
"ENSMUSG00000048895","-0.108119226","-0.087902927","-0.067686627","yetfasco-655","Cdk5r1","0.423489892","0.357851882","0.615742715","Regulated","false","Cdk5r1"
"ENSMUSG00000027171","-0.358647878","-0.190413831","-0.022179784","yetfasco-655","Prrg4","0.393825952","0.521461025","0.957815454","Regulated","false","Prrg4"
"ENSMUSG00000026469","0.112488065","0.057410569","0.002333073","yetfasco-655","Xpr1","0.181811358","0.333454019","0.977739744","Regulated","false","Xpr1"
"ENSMUSG00000038240","-0.027084174","0.027576404","0.082236983","yetfasco-655","Pdss2","0.822900388","0.747298802","0.497514362","Regulated","false","Pdss2"
"ENSMUSG00000032366","-0.164312355","-0.080175512","0.003961331","yetfasco-655","Tpm1","0.066449434","0.201977511","0.964198654","Regulated","false","Tpm1"
"ENSMUSG00000039741","-0.045309358","-0.187507566","-0.329705775","yetfasco-655","Bahcc1","0.764949402","0.083907365","0.032784697","Regulated","false","Bahcc1"
"ENSMUSG00000009097","0.203521133","0.432194933","0.660868734","yetfasco-655","Tbx1","0.426443348","0.019302028","0.011729089","Regulated","false","Tbx1"
"ENSMUSG00000028519","0.135760447","-0.044147905","-0.224056258","yetfasco-655","Dab1","0.362726515","0.674676417","0.135374854","Regulated","false","Dab1"
"ENSMUSG00000052133","-0.121839157","0.117926171","0.357691498","yetfasco-655","Sema5b","0.651569703","0.536799628","0.187782167","Regulated","false","Sema5b"
"ENSMUSG00000019803","-1.022398354","-0.756737182","-0.491076009","yetfasco-655","Nr2e1","0.037030613","0.029318831","0.309670109","Regulated","false","Nr2e1"
"ENSMUSG00000112449","-0.075245478","0.056761888","0.188769254","yetfasco-655","Srp54b","0.468728864","0.439683559","0.072347758","Regulated","false","Srp54b"
"ENSMUSG00000038611","-0.056321807","-0.041852635","-0.027383462","yetfasco-655","Phrf1","0.464406085","0.442090017","0.72159982","Regulated","false","Phrf1"
"ENSMUSG00000024260","0.116657385","-0.010934209","-0.138525802","yetfasco-655","Sap130","0.231845387","0.873331533","0.156694375","Regulated","false","Sap130"
"ENSMUSG00000024912","0.383118113","0.207628259","0.032138405","yetfasco-655","Fosl1","0.336336621","0.460485809","0.935470064","Regulated","false","Fosl1"
"ENSMUSG00000005732","-0.01770577","0.007037974","0.031781718","yetfasco-655","Ranbp1","0.868622452","0.925910857","0.76659572","Regulated","false","Ranbp1"
"ENSMUSG00000054659","-0.026010284","0.200759032","0.427528349","yetfasco-655","Pm20d2","0.876738085","0.094280353","0.013008005","Regulated","false","Pm20d2"
"ENSMUSG00000032511","-0.104694346","-0.025368774","0.053956798","yetfasco-655","Scn5a","0.633480775","0.870092611","0.805743208","Regulated","false","Scn5a"
"ENSMUSG00000035653","0.121387702","0.095921183","0.070454665","yetfasco-655","Lrfn5","0.247393368","0.196759661","0.50038666","Regulated","false","Lrfn5"
"ENSMUSG00000037896","0.062978771","-0.064529539","-0.19203785","yetfasco-655","Rcor1","0.592580661","0.438722401","0.106171858","Regulated","false","Rcor1"
"ENSMUSG00000021552","0.080362929","0.166126171","0.251889413","yetfasco-655","Gkap1","0.410558524","0.018459509","0.011810592","Regulated","false","Gkap1"
"ENSMUSG00000029595","0.144156141","0.027501987","-0.089152167","yetfasco-655","Lhx5","0.386827206","0.81485317","0.591795112","Regulated","false","Lhx5"
"ENSMUSG00000022884","-0.023053148","0.049429359","0.121911866","yetfasco-655","Eif4a2","0.78196199","0.402586067","0.14676017","Regulated","false","Eif4a2"
"ENSMUSG00000032332","-0.07106024","-0.017733193","0.035593853","yetfasco-655","Col12a1","0.820069049","0.936007395","0.909276835","Regulated","false","Col12a1"
"ENSMUSG00000063887","-0.211403897","-0.1078176","-0.004231304","yetfasco-655","Nlgn1","0.05397308","0.161417261","0.968744091","Regulated","false","Nlgn1"
"ENSMUSG00000040943","-0.115961309","-0.397943042","-0.679924774","yetfasco-655","Tet2","0.595432423","0.012020713","0.002705711","Regulated","false","Tet2"
"ENSMUSG00000055065","-0.053184719","0.039983723","0.133152164","yetfasco-655","Ddx17","0.604120739","0.581519939","0.196909251","Regulated","false","Ddx17"
"ENSMUSG00000021743","-0.445875669","-0.382940947","-0.320006225","yetfasco-655","Fezf2","0.334614863","0.242102622","0.487806103","Regulated","false","Fezf2"
"ENSMUSG00000022508","0.199484803","-0.05901197","-0.317508742","yetfasco-655","Bcl6","0.19224366","0.583165091","0.040040984","Regulated","false","Bcl6"
"ENSMUSG00000020592","-0.279799832","-0.174582116","-0.069364399","yetfasco-655","Sdc1","0.406851964","0.463938945","0.836644094","Regulated","false","Sdc1"
"ENSMUSG00000018501","-0.115122122","-0.190162046","-0.265201971","yetfasco-655","Ncor1","0.223210815","0.005589739","0.006240718","Regulated","false","Ncor1"
"ENSMUSG00000019370","0.075379572","0.066098979","0.056818386","yetfasco-655","Calm3","0.300420479","0.200170275","0.434172684","Regulated","false","Calm3"
"ENSMUSG00000030103","-0.087854545","-0.152880215","-0.217905886","yetfasco-655","Bhlhe40","0.520440414","0.116904081","0.114111737","Regulated","false","Bhlhe40"
"ENSMUSG00000027177","-0.012046356","-0.120652616","-0.229258876","yetfasco-655","Hipk3","0.89570892","0.06715773","0.014984285","Regulated","false","Hipk3"
"ENSMUSG00000039385","-0.210200276","-0.13764248","-0.065084685","yetfasco-655","Cdh6","0.347308451","0.383872421","0.770299316","Regulated","false","Cdh6"
"ENSMUSG00000020843","0.059248596","0.068277465","0.077306333","yetfasco-655","Timm22","0.659095012","0.472757921","0.565096225","Regulated","false","Timm22"
"ENSMUSG00000042901","0.033968442","0.088184298","0.142400155","yetfasco-655","Aida","0.713723928","0.181067448","0.127577623","Regulated","false","Aida"
"ENSMUSG00000020844","-0.03053589","-0.034288668","-0.038041447","yetfasco-655","Nxn","0.842597817","0.752567896","0.804632128","Regulated","false","Nxn"
"ENSMUSG00000025085","0.042453471","-0.127864656","-0.298182783","yetfasco-655","Ablim1","0.672623517","0.075535708","0.004136753","Regulated","false","Ablim1"
"ENSMUSG00000033788","0.5939645","0.404395109","0.214825717","yetfasco-655","Dysf","0.044373169","0.052595432","0.460468428","Regulated","false","Dysf"
"ENSMUSG00000028786","-0.215199736","0.246556071","0.708311879","yetfasco-655","Tmem54","0.42280056","0.195972832","0.010114428","Regulated","false","Tmem54"
"ENSMUSG00000025025","0.049892567","-0.03771676","-0.125326087","yetfasco-655","Mxi1","0.638942717","0.61600127","0.240882767","Regulated","false","Mxi1"
"ENSMUSG00000000568","0.024452634","0.089669777","0.15488692","yetfasco-655","Hnrnpd","0.763322203","0.121993355","0.060154084","Regulated","false","Hnrnpd"
"ENSMUSG00000017376","0.05537372","-0.028815167","-0.113004054","yetfasco-655","Nlk","0.613065481","0.709637854","0.303707694","Regulated","false","Nlk"
"ENSMUSG00000034544","-0.03615815","0.037187915","0.11053398","yetfasco-655","Rsrc1","0.734031137","0.621362128","0.300917328","Regulated","false","Rsrc1"
"ENSMUSG00000020652","-0.327774806","-0.090271521","0.147231764","yetfasco-655","Cenpo","0.070987143","0.476766256","0.412216717","Regulated","false","Cenpo"
"ENSMUSG00000042079","-0.046345834","-0.005620273","0.035105288","yetfasco-655","Hnrnpf","0.61450894","0.931096737","0.702706797","Regulated","false","Hnrnpf"
"ENSMUSG00000033577","-0.462606951","-0.20786273","0.046881491","yetfasco-655","Myo6","0.011294733","0.101868163","0.791941373","Regulated","false","Myo6"
"ENSMUSG00000039087","-0.144708127","-0.25993222","-0.375156313","yetfasco-655","Rreb1","0.436885198","0.051372358","0.046909898","Regulated","false","Rreb1"
"ENSMUSG00000029238","-0.086966895","-0.169573657","-0.252180419","yetfasco-655","Clock","0.473617323","0.05133585","0.040780031","Regulated","false","Clock"
"ENSMUSG00000022305","0.099913405","0.127080889","0.154248374","yetfasco-655","Lrp12","0.274794931","0.052025156","0.094036106","Regulated","false","Lrp12"
"ENSMUSG00000024054","-0.169093764","-0.137329177","-0.10556459","yetfasco-655","Smchd1","0.083394196","0.047627842","0.276060564","Regulated","false","Smchd1"
"ENSMUSG00000032097","0.002748754","-0.03050654","-0.063761834","yetfasco-655","Ddx6","0.969804418","0.553015898","0.381443361","Regulated","false","Ddx6"
"ENSMUSG00000037025","-0.34914851","0.352782458","1.054713426","yetfasco-655","Foxa2","0.562296121","0.408375957","0.083503475","Regulated","false","Foxa2"
"ENSMUSG00000007880","0.014330248","-0.023557114","-0.061444475","yetfasco-655","Arid1a","0.886882103","0.740963312","0.542504165","Regulated","false","Arid1a"
"ENSMUSG00000026604","-0.007483056","-0.19496266","-0.382442264","yetfasco-655","Ptpn14","0.97780836","0.307527833","0.158619413","Regulated","false","Ptpn14"
"ENSMUSG00000019820","-0.269687132","-0.26849136","-0.267295588","yetfasco-655","Utrn","0.382343642","0.220158785","0.386551323","Regulated","false","Utrn"
